subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
HP:0025170	en	fr	rdfs:label	Neuronal/glioneuronal neoplasm of the central nervous system	OFFICIAL	Néoplasme neuronal/glioneuronal du système nerveux central
HP:0025171	en	fr	rdfs:label	Rosette-forming glioneuronal tumor	OFFICIAL	Tumeur glioneuronale en forme de rosette
HP:0025172	en	fr	rdfs:label	Smooth septal thickening on pulmonary HRCT	OFFICIAL	Épaississement septal lisse sur le TDM pulmonaire
HP:0025173	en	fr	rdfs:label	Nodular septal thickening on pulmonary HRCT	OFFICIAL	Épaississement nodulaire du septum sur le TDM pulmonaire
HP:0025174	en	fr	rdfs:label	Irregular septal thickening on pulmonary HRCT	OFFICIAL	Épaississement septal irrégulier sur le TDM pulmonaire
HP:0025175	en	fr	rdfs:label	Honeycomb lung	OFFICIAL	Poumon en nid d'abeille
HP:0025176	en	fr	rdfs:label	Intralobular interstitial thickening	OFFICIAL	Épaississement interstitiel intralobulaire
HP:0025177	en	fr	rdfs:label	Peribronchovascular interstitial thickening	OFFICIAL	Épaississement interstitiel péribronchovasculaire
HP:0025178	en	fr	rdfs:label	Subpleural interstitial thickening	OFFICIAL	Épaississement interstitiel sous-pleural
HP:0025179	en	fr	rdfs:label	Ground-glass opacification on pulmonary HRCT	OFFICIAL	Opacification en verre dépoli sur la le TDM pulmonaire
HP:0025180	en	fr	rdfs:label	Centrilobular ground-glass opacification on pulmonary HRCT	OFFICIAL	Opacification en verre dépoli centrolobulaire sur le TDM pulmonaire
HP:0025181	en	fr	rdfs:label	Abdominal aseptic abscess	OFFICIAL	Abcès aseptique abdominal
HP:0025182	en	fr	rdfs:label	Localized area of pendulous skin	OFFICIAL	Zone localisée de peau pendante
HP:0025186	en	fr	rdfs:label	Marcus Gunn jaw winking synkinesis	OFFICIAL	Syncinésies de la mâchoire de Marcus Gunn
HP:0025188	en	fr	rdfs:label	Retinal vasculitis	OFFICIAL	Vascularite rétinienne
HP:0025190	en	fr	rdfs:label	Generalized tonic-clonic seizures without focal onset	OFFICIAL	Crises tonico-cloniques généralisées sans début focal
HP:0025191	en	fr	rdfs:label	Segmental myoclonic seizures	OFFICIAL	Crises myocloniques segmentaires
HP:0025192	en	fr	rdfs:label	Subtentorial periventricular white matter hyperdensity	OFFICIAL	Hyperdensité de la substance blanche périventriculaire sous-tentorielle
HP:0025193	en	fr	rdfs:label	Posterolateral diaphragmatic hernia	OFFICIAL	Hernie diaphragmatique postérolatérale
HP:0025194	en	fr	rdfs:label	Morgagni diaphragmatic hernia	OFFICIAL	Hernie diaphragmatique de Morgagni
HP:0025195	en	fr	rdfs:label	Central diaphragmatic hernia	OFFICIAL	Hernie diaphragmatique centrale
HP:0025196	en	fr	rdfs:label	Increased total iron binding capacity	OFFICIAL	Augmentation de la capacité totale de fixation du fer
HP:0025197	en	fr	rdfs:label	Inclusion body fibromatosis	OFFICIAL	Fibromatose à corps d'inclusion
HP:0025198	en	fr	rdfs:label	Inflammatory cap polyp	OFFICIAL	Polype inflammatoire de la coiffe
HP:0025200	en	fr	rdfs:label	Muscle fiber actin filament accumulation	OFFICIAL	Accumulation de filaments d'actine dans les fibres musculaires
HP:0025201	en	fr	rdfs:label	Abnormal apolipoprotein level	OFFICIAL	Taux d'apolipoprotéine anormal
HP:0025202	en	fr	rdfs:label	Elevated apolipoprotein A-IV level	OFFICIAL	Taux élevé d'apolipoprotéine A-IV
HP:0025203	en	fr	rdfs:label	Caput medusae	OFFICIAL	Veines collatérales en tête de méduse
HP:0025204	en	fr	rdfs:label	Triggered by	OFFICIAL	Déclenché par
HP:0025205	en	fr	rdfs:label	Triggered by breast feeding	OFFICIAL	Déclenchement par l'allaitement
HP:0025206	en	fr	rdfs:label	Triggered by cold	OFFICIAL	Déclenchement par le froid
HP:0025207	en	fr	rdfs:label	Triggered by dehydration	OFFICIAL	Déclenché par la déshydratation
HP:0025208	en	fr	rdfs:label	Triggered by carbohydrate ingestion	OFFICIAL	Déclenché par l'ingestion d'hydrates de carbone
HP:0025209	en	fr	rdfs:label	Triggered by fructose ingestion	OFFICIAL	Déclenché par l'ingestion de fructose
HP:0025210	en	fr	rdfs:label	Triggered by glucose ingestion	OFFICIAL	Déclenché par l'ingestion de glucose
HP:0025211	en	fr	rdfs:label	Triggered by ethanol ingestion	OFFICIAL	Déclenché par l'ingestion d'éthanol
HP:0025212	en	fr	rdfs:label	Triggered by fasting	OFFICIAL	Déclenché par le jeûne
HP:0025213	en	fr	rdfs:label	Triggered by galactose ingestion	OFFICIAL	Déclenchée par l'ingestion de galactose
HP:0025214	en	fr	rdfs:label	Triggered by heat	OFFICIAL	Déclenché par la chaleur
HP:0025215	en	fr	rdfs:label	Triggered by febrile illness	OFFICIAL	Déclenché par une maladie fébrile
HP:0025216	en	fr	rdfs:label	Triggered by heavy meal	OFFICIAL	Déclenché par un repas lourd
HP:0025217	en	fr	rdfs:label	Triggered by high-fat diet	OFFICIAL	Déclenché par un régime riche en graisses
HP:0025218	en	fr	rdfs:label	Triggered by hyperventilation	OFFICIAL	Déclenché par l'hyperventilation
HP:0025219	en	fr	rdfs:label	Triggered by vaccination	OFFICIAL	Déclenché par une vaccination
HP:0025220	en	fr	rdfs:label	Triggered by menstruation	OFFICIAL	Déclenché par les menstruations
HP:0025221	en	fr	rdfs:label	Triggered by pregnancy	OFFICIAL	Déclenché par une grossesse
HP:0025222	en	fr	rdfs:label	Triggered by sleep deprivation	OFFICIAL	Déclenché par le manque de sommeil
HP:0025223	en	fr	rdfs:label	Triggered by smoking	OFFICIAL	Déclenché par le tabagisme
HP:0025224	en	fr	rdfs:label	Triggered by sodium ingestion	OFFICIAL	Déclenché par l'ingestion de sodium
HP:0025225	en	fr	rdfs:label	Triggered by sound	OFFICIAL	Déclenché par le bruit
HP:0025226	en	fr	rdfs:label	Triggered by stress	OFFICIAL	Déclenché par le stress
HP:0025227	en	fr	rdfs:label	Triggered by excitement	OFFICIAL	Déclenché par l'excitation
HP:0025228	en	fr	rdfs:label	Triggered by sudden movement	OFFICIAL	Déclenché par un mouvement brusque
HP:0025229	en	fr	rdfs:label	Triggered by vestibular stimulation	OFFICIAL	Déclenchement par une stimulation vestibulaire
HP:0025230	en	fr	rdfs:label	Tendonitis	OFFICIAL	Tendinite
HP:0025231	en	fr	rdfs:label	Abnormality of synovial bursa morphology	OFFICIAL	Anomalie de la morphologie des bourses synoviales
HP:0025232	en	fr	rdfs:label	Bursitis	OFFICIAL	Bursite
HP:0025233	en	fr	rdfs:label	Sleep paralysis	OFFICIAL	Paralysie du sommeil
HP:0025234	en	fr	rdfs:label	Parasomnia	OFFICIAL	Parasomnie
HP:0025235	en	fr	rdfs:label	Non-rapid eye movement parasomnia	OFFICIAL	Parasomnie à mouvements oculaires non rapides
HP:0025236	en	fr	rdfs:label	Somnambulism	OFFICIAL	Somnambulisme
HP:0025237	en	fr	rdfs:label	Confusional arousal	OFFICIAL	Éveil confusionnel
HP:0025238	en	fr	rdfs:label	Foot pain	OFFICIAL	Douleur au pied
HP:0025239	en	fr	rdfs:label	Subhyaloid hemorrhage	OFFICIAL	Hémorragie sous-hyaloïde
HP:0025240	en	fr	rdfs:label	Preretinal hemorrhage	OFFICIAL	Hémorragie prérétinienne
HP:0025241	en	fr	rdfs:label	Flame-shaped retinal hemorrhage	OFFICIAL	Hémorragie rétinienne en forme de flamme
HP:0025242	en	fr	rdfs:label	Dot-and-blot retinal hemorrhage	OFFICIAL	Hémorragie rétinienne en points et en creux
HP:0025243	en	fr	rdfs:label	Subretinal hemorrhage	OFFICIAL	Hémorragie sous-rétinienne
HP:0025244	en	fr	rdfs:label	Subretinal pigment epithelium hemorrhage	OFFICIAL	Hémorragie de l'épithélium pigmentaire sous-rétinien
HP:0025245	en	fr	rdfs:label	Cutaneous cyst	OFFICIAL	Kyste cutané
HP:0025246	en	fr	rdfs:label	Trichilemmal cyst	OFFICIAL	Kyste trichilemmal
HP:0025247	en	fr	rdfs:label	Dermoid cyst	OFFICIAL	Kyste dermoïde
HP:0025248	en	fr	rdfs:label	Eruptive vellus hair cyst	OFFICIAL	Kyste du poil éruptif
HP:0025249	en	fr	rdfs:label	Comedo	OFFICIAL	Comédon
HP:0025250	en	fr	rdfs:label	Closed comedo	OFFICIAL	Comédon fermé
HP:0025251	en	fr	rdfs:label	Open comedo	OFFICIAL	Comédon ouvert
HP:0025252	en	fr	rdfs:label	Geographic tongue	OFFICIAL	Langue en carte de géographie
HP:0025253	en	fr	rdfs:label	Claustrophobia	OFFICIAL	Claustrophobie
HP:0025254	en	fr	rdfs:label	Ameliorated by	OFFICIAL	Amélioré par
HP:0025255	en	fr	rdfs:label	Ameliorated by pregnancy	OFFICIAL	Améliorée par la grossesse
HP:0025256	en	fr	rdfs:label	Ameliorated by heat	OFFICIAL	Améliorée par la chaleur
HP:0025257	en	fr	rdfs:label	Ameliorated by carbohydrate ingestion	OFFICIAL	Améliorée par l'ingestion d'hydrates de carbone
HP:0025258	en	fr	rdfs:label	Stiff neck	OFFICIAL	Torticolis
HP:0025259	en	fr	rdfs:label	Stiff elbow	OFFICIAL	Raideur du coude
HP:0025260	en	fr	rdfs:label	Stiff wrist	OFFICIAL	Raideur du poignet
HP:0025261	en	fr	rdfs:label	Stiff finger	OFFICIAL	Raideur du doigt
HP:0025262	en	fr	rdfs:label	Stiff hip	OFFICIAL	Raideur de la hanche
HP:0025263	en	fr	rdfs:label	Stiff knee	OFFICIAL	Raideur du genou
HP:0025264	en	fr	rdfs:label	Stiff ankle	OFFICIAL	Cheville rigide
HP:0025265	en	fr	rdfs:label	Stiff toe	OFFICIAL	Raideur de l'orteil
HP:0025266	en	fr	rdfs:label	Cervical osteoarthritis	OFFICIAL	Arthrose cervicale
HP:0025267	en	fr	rdfs:label	Snoring	OFFICIAL	Ronflement
HP:0025268	en	fr	rdfs:label	Stuttering	OFFICIAL	Bégaiement
HP:0025269	en	fr	rdfs:label	Panic attack	OFFICIAL	Crise de panique
HP:0025270	en	fr	rdfs:label	Abnormality of esophagus physiology	OFFICIAL	Anomalie de la physiologie de l'œsophage
HP:0025271	en	fr	rdfs:label	Esophageal spasms	OFFICIAL	Spasmes de l'œsophage
HP:0025272	en	fr	rdfs:label	Melasma	OFFICIAL	Mélasme
HP:0025273	en	fr	rdfs:label	Achilles tendonitis	OFFICIAL	Tendinite d'Achille
HP:0025274	en	fr	rdfs:label	Ovarian dermoid cyst	OFFICIAL	Kyste dermoïde ovarien
HP:0025275	en	fr	rdfs:label	Lateral	OFFICIAL	Latéral
HP:0025276	en	fr	rdfs:label	Abnormality of skin adnexa physiology	OFFICIAL	Anomalie de la physiologie des annexes cutanées
HP:0025277	en	fr	rdfs:label	Gustatory sweating	OFFICIAL	Transpiration gustative
HP:0025278	en	fr	rdfs:label	Cold-induced sweating	OFFICIAL	Transpiration induite par le froid
HP:0025279	en	fr	rdfs:label	Migratory	OFFICIAL	Migratoire
HP:0025280	en	fr	rdfs:label	Pain characteristic	OFFICIAL	Caractéristique de la douleur
HP:0025281	en	fr	rdfs:label	Sharp	OFFICIAL	Aiguë
HP:0025282	en	fr	rdfs:label	Dull	OFFICIAL	sourde
HP:0025283	en	fr	rdfs:label	Tender	OFFICIAL	Sensible
HP:0025284	en	fr	rdfs:label	Sleep-interrupting	OFFICIAL	Interrompant le sommeil
HP:0025285	en	fr	rdfs:label	Aggravated by	OFFICIAL	Aggravée par
HP:0025286	en	fr	rdfs:label	Aggravated by activity	OFFICIAL	Aggravé par l'activité
HP:0025287	en	fr	rdfs:label	Axial	OFFICIAL	Axial
HP:0025289	en	fr	rdfs:label	Cervical lymphadenopathy	OFFICIAL	Lymphadénopathie cervicale
HP:0025290	en	fr	rdfs:label	Upper-body predominance	OFFICIAL	Prédominance du haut du corps
HP:0025291	en	fr	rdfs:label	Lower-body predominance	OFFICIAL	Prédominance du bas du corps
HP:0025292	en	fr	rdfs:label	Acral	OFFICIAL	Acral
HP:0025293	en	fr	rdfs:label	Distributed along Blashko lines	OFFICIAL	Distribué le long des lignes de Blashko
HP:0025294	en	fr	rdfs:label	Dermatomal	OFFICIAL	Dermatomique
HP:0025295	en	fr	rdfs:label	Herpetiform	OFFICIAL	Herpétiforme
HP:0025296	en	fr	rdfs:label	Morbilliform	OFFICIAL	Morbilliforme
HP:0025297	en	fr	rdfs:label	Prolonged	OFFICIAL	Prolongé
HP:0025300	en	fr	rdfs:label	Malar rash	OFFICIAL	Éruption malaire
HP:0025301	en	fr	rdfs:label	Nocturnal	OFFICIAL	Nocturne
HP:0025302	en	fr	rdfs:label	Diurnal	OFFICIAL	Diurne
HP:0025303	en	fr	rdfs:label	Episodic	OFFICIAL	Épisodique
HP:0025304	en	fr	rdfs:label	Periodic	OFFICIAL	Périodique
HP:0025305	en	fr	rdfs:label	Quotidian	OFFICIAL	Quotidien
HP:0025306	en	fr	rdfs:label	Acute emergence over minutes	OFFICIAL	Emergence aiguë sur quelques minutes
HP:0025307	en	fr	rdfs:label	Acute emergence over hours	OFFICIAL	Emergence aiguë sur des heures
HP:0025308	en	fr	rdfs:label	Acute emergence over days	OFFICIAL	Emergence aiguë sur plusieurs jours
HP:0025309	en	fr	rdfs:label	Abnormal pupil shape	OFFICIAL	Forme anormale de la pupille
HP:0025310	en	fr	rdfs:label	Oval pupil	OFFICIAL	Pupille ovale
HP:0025311	en	fr	rdfs:label	Anterior chamber cyst	OFFICIAL	Kyste de la chambre antérieure
HP:0025312	en	fr	rdfs:label	Esophoria	OFFICIAL	Esophorie
HP:0025313	en	fr	rdfs:label	Exophoria	OFFICIAL	Exophorie
HP:0025314	en	fr	rdfs:label	Choroidal nevus	OFFICIAL	Naevus choroïdien
HP:0025315	en	fr	rdfs:label	Exacerbated by head trauma	OFFICIAL	Exacerbée par un traumatisme crânien
HP:0025317	en	fr	rdfs:label	Cubitus varus	OFFICIAL	Cubitus varus
HP:0025318	en	fr	rdfs:label	Ovarian carcinoma	OFFICIAL	Carcinome ovarien
HP:0025319	en	fr	rdfs:label	Rubeosis iridis	OFFICIAL	Rubeosis iridis
HP:0025320	en	fr	rdfs:label	Leakage of dye on fundus fluorescein angiography	OFFICIAL	Fuite de colorant sur l'angiographie à la fluorescéine du fond de l'œil
HP:0025321	en	fr	rdfs:label	Copper accumulation in liver	OFFICIAL	Accumulation de cuivre dans le foie
HP:0025322	en	fr	rdfs:label	Venous occlusion	OFFICIAL	Occlusion veineuse
HP:0025323	en	fr	rdfs:label	Abnormal arterial physiology	OFFICIAL	Physiologie artérielle anormale
HP:0025324	en	fr	rdfs:label	Arterial occlusion	OFFICIAL	Occlusion artérielle
HP:0025325	en	fr	rdfs:label	Sparse medial eyebrow	OFFICIAL	Sourcils médians clairsemés
HP:0025326	en	fr	rdfs:label	Retinal arterial occlusion	OFFICIAL	Occlusion artérielle rétinienne
HP:0025327	en	fr	rdfs:label	Decreased renal parenchymal thickness	OFFICIAL	Diminution de l'épaisseur du parenchyme rénal
HP:0025328	en	fr	rdfs:label	Antepartum hemorrhage	OFFICIAL	Hémorragie antepartum
HP:0025329	en	fr	rdfs:label	Anti-glutamic acid decarboxylase antibody positivity	OFFICIAL	Positivité aux anticorps anti-acide glutamique décarboxylase
HP:0025330	en	fr	rdfs:label	Downgaze palsy	OFFICIAL	Paralysie du regard vers le bas
HP:0025331	en	fr	rdfs:label	Upgaze palsy	OFFICIAL	Paralysie du regard vers le haut
HP:0025332	en	fr	rdfs:label	Abnormality of foot cortical bone	OFFICIAL	Anomalie de l'os cortical du pied
HP:0025333	en	fr	rdfs:label	Cortical thinning of foot bones	OFFICIAL	Amincissement cortical des os du pied
HP:0025334	en	fr	rdfs:label	Triggered by emotion	OFFICIAL	Déclenché par une émotion
HP:0025335	en	fr	rdfs:label	Delayed ability to stand	OFFICIAL	Capacité retardée à se tenir debout
HP:0025336	en	fr	rdfs:label	Delayed ability to sit	OFFICIAL	Retard de la capacité à s'asseoir
HP:0025337	en	fr	rdfs:label	Red eye	OFFICIAL	Œil rouge
HP:0025338	en	fr	rdfs:label	Circumlimbal hyperemia	OFFICIAL	Hyperémie circum-oculaire
HP:0025339	en	fr	rdfs:label	Superficial episcleral hyperemia	OFFICIAL	Hyperémie épisclérale superficielle
HP:0025340	en	fr	rdfs:label	Deep episcleral hyperemia	OFFICIAL	Hyperémie épisclérale profonde
HP:0025341	en	fr	rdfs:label	Corneal keratic precipitates	OFFICIAL	Précipités kératiques cornéens
HP:0025342	en	fr	rdfs:label	Central retinal artery occlusion	OFFICIAL	Occlusion de l'artère rétinienne centrale
HP:0025343	en	fr	rdfs:label	Lupus anticoagulant	OFFICIAL	Anticoagulant lupique
HP:0025344	en	fr	rdfs:label	Interlobular bile duct destruction	OFFICIAL	Destruction du canal cholédoque interlobulaire
HP:0025345	en	fr	rdfs:label	Abnormality of circulating beta-2-microglobulin level	OFFICIAL	Anomalie du taux de bêta-2-microglobuline circulante
HP:0025346	en	fr	rdfs:label	Increased circulating beta-2-microglobulin level	OFFICIAL	Augmentation du taux de bêta-2-microglobuline circulante
HP:0025347	en	fr	rdfs:label	Decreased circulating beta-2-microglobulin level	OFFICIAL	Diminution du taux de bêta-2-microglobuline circulante
HP:0025348	en	fr	rdfs:label	Abnormality of the corneal limbus	OFFICIAL	Anomalie du limbe cornéen
HP:0025349	en	fr	rdfs:label	Limbal edema	OFFICIAL	Œdème du limbe
HP:0025350	en	fr	rdfs:label	Giant conjunctival papillae	OFFICIAL	Papilles conjonctivales géantes
HP:0025351	en	fr	rdfs:label	Recurrent interdigital mycosis	OFFICIAL	Mycose interdigitale récurrente
HP:0025352	en	fr	rdfs:label	Autosomal dominant germline de novo mutation	OFFICIAL	Mutation de novo germinale autosomique dominante
HP:0025353	en	fr	rdfs:label	Anti-multiple nuclear dots antibody positivity	OFFICIAL	Positivité aux anticorps anti-multiples points nucléaires
HP:0025354	en	fr	rdfs:label	Abnormal cellular phenotype	OFFICIAL	Phénotype cellulaire anormal
HP:0025355	en	fr	rdfs:label	Retinal arterial macroaneurysms	OFFICIAL	Macroanévrismes artériels rétiniens
HP:0025356	en	fr	rdfs:label	Psychomotor retardation	OFFICIAL	Retard psychomoteur
HP:0025357	en	fr	rdfs:label	Erratic myoclonus	OFFICIAL	Myoclonie erratique
HP:0025358	en	fr	rdfs:label	Uveal ectropion	OFFICIAL	Ectropion uvéal
HP:0025359	en	fr	rdfs:label	Polygonal renal calices	OFFICIAL	Calices rénaux polygonaux
HP:0025360	en	fr	rdfs:label	Polycalycosis	OFFICIAL	Polycalycose
HP:0025361	en	fr	rdfs:label	Abnormality of medullary pyramid morphology	OFFICIAL	Anomalie de la morphologie de la pyramide médullaire
HP:0025362	en	fr	rdfs:label	Renal medullary pyramid hypoplasia	OFFICIAL	Hypoplasie de la pyramide médullaire rénale
HP:0025363	en	fr	rdfs:label	Endocapillary hypercellularity	OFFICIAL	Hypercellularité endocapillaire
HP:0025364	en	fr	rdfs:label	Extracapillary hypercellularity	OFFICIAL	Hypercellularité extracapillaire
HP:0025367	en	fr	rdfs:label	Trichoepithelioma	OFFICIAL	Trichoépithéliome
HP:0025368	en	fr	rdfs:label	Abnormality of growth plate morphology	OFFICIAL	Anomalie de la morphologie de la plaque de croissance
HP:0025369	en	fr	rdfs:label	Thick growth plates	OFFICIAL	Plaques de croissance épaisses
HP:0025370	en	fr	rdfs:label	Abnormal ossification of the sacrum	OFFICIAL	Ossification anormale du sacrum
HP:0025371	en	fr	rdfs:label	Delayed ossification of the sacrum	OFFICIAL	Retard d'ossification du sacrum
HP:0025372	en	fr	rdfs:label	Loud snoring	OFFICIAL	Ronflement fort
HP:0025373	en	fr	rdfs:label	Interictal EEG abnormality	OFFICIAL	Anomalie de l'EEG interictal
HP:0025374	en	fr	rdfs:label	Duplicated odontoid process	OFFICIAL	Processus odontoïde dupliqué
HP:0025375	en	fr	rdfs:label	Orthotopic os odontoideum	OFFICIAL	Os odontoideum orthotopique
HP:0025376	en	fr	rdfs:label	Hyperglutaminuria	OFFICIAL	Hyperglutaminurie
HP:0025377	en	fr	rdfs:label	Triggered by exertion	OFFICIAL	Déclenchée par l'effort
HP:0025379	en	fr	rdfs:label	Anti-thyroid peroxidase antibody positivity	OFFICIAL	Présence d'anticorps anti-peroxydase thyroïdienne
HP:0025380	en	fr	rdfs:label	Increased serum androstenedione	OFFICIAL	Augmentation du taux plasmatique de Delta4Androstènedione
HP:0025381	en	fr	rdfs:label	Anti-pituitary antibody positivity	OFFICIAL	Positivité des anticorps anti-hypophysaires
HP:0025382	en	fr	rdfs:label	Hypodipsia	OFFICIAL	Hypodipsies
HP:0025383	en	fr	rdfs:label	Dorsocervical fat pad	OFFICIAL	Coussinet adipeux dorsocervical
HP:0025384	en	fr	rdfs:label	Diet-resistant subcutaneous adipose tissue	OFFICIAL	Tissu adipeux sous-cutané résistant aux régimes alimentaires
HP:0025385	en	fr	rdfs:label	Diet-resistant subcutaneous adipose tissue below waist	OFFICIAL	Tissu adipeux sous-cutané résistant aux régimes alimentaires sous la taille
HP:0025386	en	fr	rdfs:label	Bitemporal hollowing	OFFICIAL	Creux bitemporal
HP:0025387	en	fr	rdfs:label	Pill-rolling tremor	OFFICIAL	Tremblement en forme de pilier
HP:0025388	en	fr	rdfs:label	Thyroid nodule	OFFICIAL	Nodule thyroïdien
HP:0025389	en	fr	rdfs:label	Pulmonary interstitial high-resolution computed tomography abnormality	OFFICIAL	Anomalie de la tomographie à haute résolution interstitielle pulmonaire
HP:0025390	en	fr	rdfs:label	Reticular pattern on pulmonary HRCT	OFFICIAL	Motif réticulaire sur la TDM pulmonaire
HP:0025391	en	fr	rdfs:label	Crazy paving pattern on pulmonary HRCT	OFFICIAL	Modèle de pavé fou sur la TDM pulmonaire
HP:0025392	en	fr	rdfs:label	Nodular pattern on pulmonary HRCT	OFFICIAL	Image nodulaire sur la TDM pulmonaire
HP:0025393	en	fr	rdfs:label	Reticulonodular pattern on pulmonary HRCT	OFFICIAL	Image réticulonodulaire en la TDM pulmonaire
HP:0025394	en	fr	rdfs:label	Cystic pattern on pulmonary HRCT	OFFICIAL	Image kystique en la TDM pulmonaire
HP:0025395	en	fr	rdfs:label	Combined cystic and ground-glass pattern on pulmonary HRCT	OFFICIAL	Image combinée kystique et en verre dépoli en la TDM pulmonaire
HP:0025396	en	fr	rdfs:label	Decreased attenuation pattern on pulmonary HRCT	OFFICIAL	Image d'atténuation diminuée en la TDM pulmonaire
HP:0025397	en	fr	rdfs:label	Mosaic attenuation pattern on pulmonary HRCT	OFFICIAL	Image d'atténuation mosaïque en la TDM pulmonaire
HP:0025398	en	fr	rdfs:label	Nodular-perilymphatic pattern on pulmonary HRCT	OFFICIAL	Image nodulaire et périlymphatique en la TDM pulmonaire
HP:0025399	en	fr	rdfs:label	Nodular-centrilobular with tree-in-bud pattern on pulmonary HRCT	OFFICIAL	Image nodulaire-centrilobulaire avec arbre dans le bourgeon en la TDM pulmonaire
HP:0025400	en	fr	rdfs:label	Nodular-random pattern on pulmonary HRCT	OFFICIAL	Image nodulaire aléatoire sur la TDM pulmonaire
HP:0025401	en	fr	rdfs:label	Staring gaze	OFFICIAL	Regard fixe
HP:0025402	en	fr	rdfs:label	Square-wave jerks	OFFICIAL	Mouvements saccadés en forme d'onde carrée
HP:0025403	en	fr	rdfs:label	Stooped posture	OFFICIAL	Posture voûtée
HP:0025404	en	fr	rdfs:label	Abnormal visual fixation	OFFICIAL	Fixation visuelle anormale
HP:0025405	en	fr	rdfs:label	Visual fixation instability	OFFICIAL	Instabilité de la fixation visuelle
HP:0025406	en	fr	rdfs:label	Asthenia	OFFICIAL	Asthénie
HP:0025407	en	fr	rdfs:label	Rectourethral fistula	OFFICIAL	Fistule recto-urétrale
HP:0025408	en	fr	rdfs:label	Abnormal spleen morphology	OFFICIAL	Morphologie anormale de la rate
HP:0025409	en	fr	rdfs:label	Abnormal spleen physiology	OFFICIAL	Physiologie anormale de la rate
HP:0025410	en	fr	rdfs:label	Splenogonadal fusion	OFFICIAL	Fusion splénogonadique
HP:0025413	en	fr	rdfs:label	Fossa navicularis urethral stricture	OFFICIAL	Rétrécissement urétral de la Fossa navicularis
HP:0025414	en	fr	rdfs:label	Pendulous urethral stricture	OFFICIAL	Rétrécissement urétral pendulaire
HP:0025415	en	fr	rdfs:label	Bulbar urethral stricture	OFFICIAL	Sténose urétrale bulbaire
HP:0025416	en	fr	rdfs:label	Vaginal stricture	OFFICIAL	Rétrécissement vaginal
HP:0025417	en	fr	rdfs:label	Patulous urethra	OFFICIAL	Urètre patuleux
HP:0025418	en	fr	rdfs:label	Renal cortical necrosis	OFFICIAL	Nécrose de la corticale rénale
HP:0025419	en	fr	rdfs:label	Pulmonary pneumatocele	OFFICIAL	Pneumatocèle pulmonaire
HP:0025420	en	fr	rdfs:label	Diffuse alveolar hemorrhage	OFFICIAL	Hémorragie alvéolaire diffuse
HP:0025421	en	fr	rdfs:label	Pneumomediastinum	OFFICIAL	Pneumomédiastin
HP:0025422	en	fr	rdfs:label	Pleural cyst	OFFICIAL	Kyste pleural
HP:0025423	en	fr	rdfs:label	Abnormal larynx morphology	OFFICIAL	Anomalie de la morphologie du larynx
HP:0025424	en	fr	rdfs:label	Abnormal larynx physiology	OFFICIAL	Anomalie de la physiologie du larynx
HP:0025425	en	fr	rdfs:label	Laryngospasm	OFFICIAL	Laryngospasme
HP:0025426	en	fr	rdfs:label	Abnormal bronchus morphology	OFFICIAL	Morphologie anormale des bronches
HP:0025427	en	fr	rdfs:label	Abnormal bronchus physiology	OFFICIAL	Physiologie anormale des bronches
HP:0025428	en	fr	rdfs:label	Bronchospasm	OFFICIAL	Bronchospasme
HP:0025429	en	fr	rdfs:label	Abnormal cry	OFFICIAL	Cri anormal
HP:0025430	en	fr	rdfs:label	High-pitched cry	OFFICIAL	Cri aigu
HP:0025431	en	fr	rdfs:label	Staccato cry	OFFICIAL	Cri staccato
HP:0025432	en	fr	rdfs:label	Acanthoma	OFFICIAL	Acanthome
HP:0025433	en	fr	rdfs:label	Decreased lecithin cholesterol acyl transferase activity	OFFICIAL	Diminution de l'activité de la lécithine cholestérol acyl transférase
HP:0025434	en	fr	rdfs:label	Reduced hemolytic complement activity	OFFICIAL	Diminution de l'activité du complément hémolytique
HP:0025435	en	fr	rdfs:label	Increased lactate dehydrogenase activity	OFFICIAL	Augmentation de l'activité de la lactate déshydrogénase
HP:0025436	en	fr	rdfs:label	Elevated serum 11-deoxycortisol	OFFICIAL	Augmentation du 11-déoxycortisol sérique
HP:0025437	en	fr	rdfs:label	Macrocephalic sperm head	OFFICIAL	Macrocéphalie du spermatozoïde
HP:0025439	en	fr	rdfs:label	Pharyngitis	OFFICIAL	Pharyngite
HP:0025440	en	fr	rdfs:label	Warm reactive autoantibody positivity	OFFICIAL	Positivité des auto-anticorps réactifs à la chaleur
HP:0025441	en	fr	rdfs:label	Achilles tendon calcification	OFFICIAL	Calcification du tendon d'Achille
HP:0025443	en	fr	rdfs:label	Abnormal cardiac atrial physiology	OFFICIAL	Physiologie anormale de l'oreillette cardiaque
HP:0025444	en	fr	rdfs:label	Reduced amygdala volume	OFFICIAL	Réduction du volume de l'amygdale
HP:0025445	en	fr	rdfs:label	Morphological abnormality of the papillary muscles	OFFICIAL	Anomalie morphologique des muscles papillaires
HP:0025446	en	fr	rdfs:label	Anomalous insertion of papillary muscle directly into anterior mitral leaflet	OFFICIAL	Insertion anormale du muscle papillaire directement dans le feuillet mitral antérieur
HP:0025447	en	fr	rdfs:label	Displacement of the papillary muscles	OFFICIAL	Déplacement des muscles papillaires
HP:0025448	en	fr	rdfs:label	Anterior displacement of the papillary muscles	OFFICIAL	Déplacement antérieur des muscles papillaires
